time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-08-31T10:01:40.320Z,9.2707,-83.9139,35,4.9,mb,,135,0.752,1.5,us,usc000s8fq,2014-09-01T04:17:27.631Z,"25km WSW of San Isidro, Costa Rica",earthquake
2014-08-31T09:33:28.000Z,65.1706,-148.8859,12.1,3.2,ml,,,,0.84,ak,ak11373479,2014-08-31T14:52:48.118Z,"54km NW of Ester, Alaska",earthquake
2014-08-31T09:05:12.000Z,63.4111,-149.3481,98.3,2.7,ml,,,,0.43,ak,ak11373453,2014-08-31T17:07:38.909Z,"19km W of Cantwell, Alaska",earthquake
2014-08-31T08:56:20.800Z,38.2352,-122.3293,9.7,3.2,Mw,287,21.6,0.02694946,0.16,nc,nc72288561,2014-09-04T02:15:18.095Z,"7km SSW of Napa, California",earthquake
2014-08-31T08:16:19.400Z,18.0879,-68.3423,77,3.4,Md,17,259.2,0.42400481,0.31,pr,pr14243002,2014-08-31T16:28:12.399Z,"42km SE of Boca de Yuma, Dominican Republic",earthquake
2014-08-31T08:10:54.000Z,65.1444,-148.9772,18.9,3.5,ml,,,,0.95,ak,ak11373350,2014-08-31T18:39:45.565Z,"56km NW of Ester, Alaska",earthquake
2014-08-31T08:01:12.100Z,47.4578,-115.8071,2,2.5,mc,38,107.999991360001,0.5353959,0.28,mb,mb14659820,2014-09-02T20:09:05.869Z,"1km SSW of Mullan, Idaho",earthquake
2014-08-31T07:39:19.000Z,65.2467,-149.292,7.8,2.6,ml,,,,0.74,ak,ak11373287,2014-08-31T16:00:30.173Z,"68km ENE of Manley Hot Springs, Alaska",earthquake
2014-08-31T07:20:19.770Z,36.5894,-97.9857,6.19,3.7,mb_lg,,87,0.084,0.4,us,usc000s8f2,2014-08-31T17:38:37.000Z,"23km NNW of Enid, Oklahoma",earthquake
2014-08-31T07:14:14.740Z,14.7446,-91.0228,188.16,4.3,mb,,125,0.688,0.52,us,usc000s8ez,2014-08-31T16:00:35.359Z,"3km SW of Tecpan Guatemala, Guatemala",earthquake
2014-08-31T05:28:48.000Z,19.3253,-155.1408,8,2.8,Ml,,104.4,0.04491576,0.1,hv,hv60761641,2014-09-03T23:41:18.935Z,"15km SE of Volcano, Hawaii",earthquake
2014-08-31T05:16:07.500Z,19.0939,-66.4035,45,2.7,Md,11,270,0.62432912,0.33,pr,pr14243000,2014-08-31T13:22:43.247Z,"69km N of Brenas, Puerto Rico",earthquake
2014-08-31T04:52:49.000Z,65.1272,-148.7942,13.7,3,ml,31,122.399990208001,0.2811727,0.98,ak,ak11373020,2014-08-31T12:56:38.962Z,"48km NW of Ester, Alaska",earthquake
2014-08-31T04:48:40.500Z,36.633,-121.245,5.2,2.7,Md,59,39.6,0.04491576,0.05,nc,nc72288481,2014-09-01T05:04:59.617Z,"22km NE of Gonzales, California",earthquake
2014-08-31T04:40:50.100Z,50.449,90.0967,10,4.3,mb,,117,4.776,0.71,us,usc000s8e1,2014-08-31T12:46:59.967Z,"30km WNW of Mugur-Aksy, Russia",earthquake
2014-08-31T04:14:05.260Z,-53.2268,-32.3276,10,5.1,mb,,46,2.687,0.66,us,usc000s8dv,2014-08-31T12:16:46.296Z,"299km ENE of Grytviken, South Georgia and the South Sandwich Islands",earthquake
2014-08-31T04:01:29.000Z,65.1321,-149.0209,11.9,2.7,ml,30,79.1999936640005,0.3566312,0.79,ak,ak11372906,2014-08-31T12:03:55.628Z,"57km NW of Ester, Alaska",earthquake
2014-08-31T03:39:23.690Z,36.4799,70.6599,196.99,4.2,mb,,99,0.648,0.57,us,usc000s8da,2014-08-31T11:42:00.833Z,"45km SSW of Jarm, Afghanistan",earthquake
2014-08-31T03:38:53.700Z,19.1473,-67.3539,49,3.1,Md,12,241.2,0.71416065,0.56,pr,pr14243001,2014-08-31T11:41:19.386Z,"77km NNW of San Antonio, Puerto Rico",earthquake
2014-08-31T03:26:15.000Z,65.1559,-148.9725,5.9,2.8,ml,,,,0.99,ak,ak11372830,2014-08-31T04:52:33.712Z,"56km NW of Ester, Alaska",earthquake
2014-08-31T03:18:07.530Z,-15.2805,167.3812,145.98,5,mb,,56,6.812,0.64,us,usc000s8cy,2014-08-31T11:20:40.456Z,"36km NE of Luganville, Vanuatu",earthquake
2014-08-31T03:16:16.000Z,65.1161,-148.5892,26.9,2.6,ml,,,,1.37,ak,ak11372811,2014-08-31T11:19:34.784Z,"40km NW of Ester, Alaska",earthquake
2014-08-31T03:15:55.000Z,65.1813,-149.0561,16.8,2.5,ml,,,,0.83,ak,ak11372808,2014-08-31T11:19:38.207Z,"61km NW of Ester, Alaska",earthquake
2014-08-31T03:13:38.000Z,65.1634,-149.0903,9.4,2.5,ml,,,,0.71,ak,ak11372806,2014-08-31T11:16:06.987Z,"61km NW of Ester, Alaska",earthquake
2014-08-31T03:06:57.000Z,65.1551,-148.9831,15.5,5.1,ml,,,,0.92,ak,ak11372783,2014-09-03T16:39:33.834Z,"60km NW of Ester, Alaska",earthquake
2014-08-31T02:38:36.164Z,37.4508,-117.0995,13.0175,2.6,ml,6,63.57,0.43,0.074,nn,nn00457933,2014-09-03T23:27:12.769Z,"31km SSE of Goldfield, Nevada",earthquake
2014-08-31T02:15:03.090Z,47.0071,152.0412,119.52,4.8,mb,,112,6.35,0.66,us,usc000s8ct,2014-09-04T05:11:06.266Z,"Kuril Islands",earthquake
2014-08-31T00:23:48.700Z,19.37,-155.0885,2,2.7,Ml,,144,0.02694946,0.11,hv,hv60761531,2014-09-04T01:32:16.280Z,"15km S of Fern Acres, Hawaii",earthquake
2014-08-31T00:10:16.720Z,71.603,-2.8488,10,4.5,mb,,25,6.315,1.07,us,usc000s8ce,2014-08-31T08:12:51.802Z,"223km ENE of Olonkinbyen, Svalbard and Jan Mayen",earthquake
2014-08-30T22:29:52.710Z,-44.3661,-82.0369,10,4.8,mb,,103,7.289,0.95,us,usc000s8c8,2014-08-31T00:22:39.083Z,"West Chile Rise",earthquake
2014-08-30T20:44:28.750Z,37.0298,141.3285,54.97,4.5,mb,,143,2.554,0.78,us,usc000s8bu,2014-08-31T04:47:02.465Z,"39km E of Iwaki, Japan",earthquake
2014-08-30T20:42:29.310Z,37.6291,142.3365,10,4.5,mb,,128,3.476,0.98,us,usc000s8bz,2014-08-31T04:45:30.064Z,"119km E of Namie, Japan",earthquake
2014-08-30T20:27:58.000Z,58.8719,-151.2402,32.6,2.6,ml,,,,0.86,ak,ak11372561,2014-08-31T04:39:21.087Z,"87km SSE of Homer, Alaska",earthquake
2014-08-30T20:09:14.580Z,43.763,-110.892,5,3.8,ml,,29,0.138,0.94,us,usc000s8bh,2014-09-03T15:07:49.737Z,"18km ENE of Driggs, Idaho",earthquake
2014-08-30T18:30:57.000Z,60.202,-151.5126,48.4,2.5,ml,,,,0.56,ak,ak11372499,2014-08-31T02:33:32.999Z,"21km SSW of Cohoe, Alaska",earthquake
2014-08-30T18:16:47.120Z,44.4393,16.2868,17.85,3.9,mwr,,25,2.192,0.75,us,usc000s8b4,2014-09-01T13:42:59.426Z,"27km SE of Orasac, Bosnia and Herzegovina",earthquake
2014-08-30T17:32:28.600Z,17.9776,-68.5473,112,3.2,Md,13,284.4,0.55605716,0.43,pr,pr14242006,2014-09-01T13:31:56.000Z,"44km S of Boca de Yuma, Dominican Republic",earthquake
2014-08-30T16:23:08.100Z,18.979,-64.8766,39,2.9,Md,7,280.8,0.61085439,0.1,pr,pr14242004,2014-08-31T00:36:51.780Z,"68km NNW of Road Town, British Virgin Islands",earthquake
2014-08-30T15:29:50.130Z,43.7011,-28.4929,10,5.3,mb,,29,4.979,1.05,us,usc000s8ai,2014-09-04T15:53:53.000Z,"Northern Mid-Atlantic Ridge",earthquake
2014-08-30T15:11:02.480Z,33.7275,-119.0848333,10,2.5,ml,15,83,0.2506,0.2,ci,ci37262872,2014-09-03T15:15:04.062Z,"39km SW of Malibu, California",earthquake
2014-08-30T14:27:31.950Z,-7.7098,121.5066,303.86,4.6,mb,,71,1.17,1.12,us,usc000s8ac,2014-08-30T22:30:13.417Z,"89km NNE of Nanganumba, Indonesia",earthquake
2014-08-30T13:25:27.470Z,-15.7945,168.3075,269.69,4.5,mb,,193,6.487,0.96,us,usc000s8a7,2014-08-30T21:28:12.848Z,"101km ENE of Lakatoro, Vanuatu",earthquake
2014-08-30T12:18:58.840Z,27.4398,142.7309,40.94,4.7,mb,,135,0.595,0.69,us,usc000s8a2,2014-08-30T20:21:40.519Z,"64km NE of Chichi-shima, Japan",earthquake
2014-08-30T12:12:34.500Z,18.0335,-65.0923,16,2.7,Md,10,133.2,0.32698676,0.2,pr,pr14242003,2014-08-30T20:15:00.781Z,"37km SE of Culebra, Puerto Rico",earthquake
2014-08-30T12:00:25.880Z,49.7682,149.2198,496.21,4.5,mb,,91,5.141,0.81,us,usc000s89y,2014-08-30T20:02:59.905Z,"97km NNE of Vostok, Russia",earthquake
2014-08-30T11:01:26.800Z,17.8159,-63.7456,167,3.4,Md,14,320.4,0.97377377,0.51,pr,pr14242001,2014-08-30T19:04:06.409Z,"56km WNW of The Bottom, Bonaire, Saint Eustatius and Saba ",earthquake
2014-08-30T10:31:45.130Z,11.4625,-85.3307,10,4.6,mb,,71,0.907,0.81,us,usc000s89k,2014-09-01T17:53:09.609Z,"29km ESE of Altagracia, Nicaragua",earthquake
2014-08-30T09:50:24.000Z,63.1726,-150.399,100,3,ml,,,,0.9,ak,ak11372282,2014-08-30T17:52:54.197Z,"76km WSW of Cantwell, Alaska",earthquake
2014-08-30T08:27:40.400Z,18.1604,-66.0915,79,2.6,Md,6,205.2,0.14822202,0.09,pr,pr14242002,2014-08-30T16:32:01.657Z,"2km SE of Bayamon, Puerto Rico",earthquake
2014-08-30T07:03:05.910Z,64.5667,-17.3089,10,5.3,mb,,44,6.202,1.22,us,usc000s88v,2014-08-30T15:12:04.000Z,"107km WNW of Hofn, Iceland",earthquake
2014-08-30T05:47:49.000Z,60.273,-151.3275,53.1,3.1,ml,,,,0.75,ak,ak11372206,2014-08-30T13:50:24.420Z,"10km S of Cohoe, Alaska",earthquake
2014-08-30T05:26:20.320Z,3.159,128.1716,81.62,4.5,mb,,110,2.504,1,us,usc000s88h,2014-08-30T13:28:55.858Z,"159km N of Tobelo, Indonesia",earthquake
2014-08-30T04:41:37.000Z,61.862,-150.8861,59,2.6,ml,,,,0.76,ak,ak11372181,2014-08-30T12:44:13.008Z,"46km WNW of Willow, Alaska",earthquake
2014-08-30T02:35:40.700Z,18.9687,-64.2348,26,2.5,Md,6,316.8,0.65666847,0.37,pr,pr14242000,2014-08-30T10:38:14.578Z,"73km NNE of Road Town, British Virgin Islands",earthquake
2014-08-30T02:35:23.000Z,58.181,-153.7421,48.9,2.7,ml,,,,0.57,ak,ak11372140,2014-08-30T10:37:52.137Z,"72km N of Larsen Bay, Alaska",earthquake
2014-08-29T23:54:44.870Z,29.8099,138.8928,415.07,4.5,mb,,65,3.387,0.58,us,usc000s873,2014-08-30T07:57:17.323Z,"Izu Islands, Japan region",earthquake
2014-08-29T23:33:45.920Z,42.5988,143.9806,66.42,4.6,mb,,143,0.844,0.42,us,usc000s871,2014-08-30T07:36:16.518Z,"52km SW of Kushiro, Japan",earthquake
2014-08-29T23:32:05.700Z,36.687,-121.3193,6.2,3.4,Ml,77,28.8,0.02694946,0.07,nc,nc72287496,2014-09-01T05:02:51.550Z,"14km SSE of Ridgemark, California",earthquake
2014-08-29T23:20:11.000Z,52.0676,-173.9582,78.4,3,ml,,,,0.31,ak,ak11372076,2014-08-30T07:22:41.063Z,"21km SE of Atka, Alaska",earthquake
2014-08-29T22:38:29.920Z,-17.8574,-178.4622,595.58,4.5,mb,,73,3.322,0.89,us,usc000s86m,2014-08-30T06:41:31.951Z,"279km SE of Lambasa, Fiji",earthquake
2014-08-29T22:14:59.402Z,41.885,-119.6434,3.1266,2.82,ml,4,218.93,0.491,0.1737,nn,nn00457860,2014-08-30T01:37:59.545Z,"67km ESE of Lakeview, Oregon",earthquake
2014-08-29T21:53:18.400Z,38.8182,-122.826,3,2.7,Md,62,28.8,0.00898315,0.04,nc,nc72287451,2014-08-30T01:42:35.164Z,"7km NW of The Geysers, California",earthquake
2014-08-29T21:44:16.000Z,36.689,-121.3212,6.1,3,Md,69,25.2,0.02694946,0.05,nc,nc72287446,2014-09-04T17:06:05.185Z,"14km SSE of Ridgemark, California",earthquake
2014-08-29T21:21:11.877Z,41.8716,-119.6477,9.4074,2.74,ml,4,123.26,0.489,0.0624,nn,nn00457846,2014-09-01T14:44:10.489Z,"67km ESE of Lakeview, Oregon",earthquake
2014-08-29T21:16:44.060Z,-41.9297,84.7491,10,5.5,mwb,,73,44.507,0.88,us,usc000s88k,2014-09-04T15:53:52.000Z,"Southeast Indian Ridge",earthquake
2014-08-29T18:37:30.030Z,65.6285,-122.6548,5,4.6,mwr,,31,3.776,0.91,us,usc000s84p,2014-08-30T21:28:05.906Z,"197km ENE of Norman Wells, Canada",earthquake
2014-08-29T17:47:31.640Z,41.8871,-119.6407,1.3925,3.02,ml,4,121.48,0.493,0.0888,nn,nn00457810,2014-09-01T05:02:12.489Z,"67km ESE of Lakeview, Oregon",earthquake
2014-08-29T17:31:52.330Z,50.5173,-139.6451,17.8,3.9,mb,,168,5.192,1.03,us,usc000s842,2014-08-30T13:55:32.843Z,"West of Vancouver Island",earthquake
2014-08-29T17:13:30.510Z,47.4186,156.0654,24.26,4.7,mb,,113,5.791,0.71,us,usc000s83y,2014-08-30T13:38:21.992Z,"East of the Kuril Islands",earthquake
2014-08-29T16:32:12.700Z,18.759,-67.3858,10,2.6,Md,6,306,0.38986883,0.3,pr,pr14241004,2014-08-30T01:38:22.276Z,"42km NW of San Antonio, Puerto Rico",earthquake
2014-08-29T15:39:25.550Z,35.8407,-97.4282,5,3.2,mb_lg,,30,0.049,0.6,us,usc000s837,2014-08-31T06:00:08.733Z,"4km S of Guthrie, Oklahoma",earthquake
2014-08-29T14:48:36.200Z,36.6202,-119.2502,25.1,2.5,Md,25,97.2,0.12576414,0.11,nc,nc72287196,2014-08-29T22:52:38.727Z,"5km E of Orange Cove, California",earthquake
2014-08-29T13:33:39.520Z,36.8753,143.4209,29.38,4.5,mb,,154,4.201,0.74,us,usc000s807,2014-08-30T15:28:45.465Z,"225km ESE of Namie, Japan",earthquake
2014-08-29T13:14:09.220Z,-5.6357,154.0671,69.47,5.1,mb,,37,2.378,0.91,us,usc000s801,2014-08-29T21:16:38.759Z,"172km SE of Taron, Papua New Guinea",earthquake
2014-08-29T12:21:49.340Z,64.7705,-17.3355,7.49,5.2,mb,,73,6.001,1,us,usc000s7zs,2014-08-29T20:24:17.907Z,"107km SSE of Akureyri, Iceland",earthquake
2014-08-29T12:07:04.261Z,41.8777,-119.6383,8,2.6,ml,3,220.26,0.496,0.0868,nn,nn00457775,2014-08-29T20:09:42.520Z,"68km ESE of Lakeview, Oregon",earthquake
2014-08-29T09:52:13.900Z,36.2203,-97.5556,4.53,3,mb_lg,,46,0.143,0.56,us,usc000s7z6,2014-08-29T17:36:07.201Z,"25km WSW of Perry, Oklahoma",earthquake
2014-08-29T09:47:52.450Z,41.8789,-119.6349,1.8577,3.11,ml,4,122.14,0.498,0.1002,nn,nn00457746,2014-08-29T21:00:47.712Z,"67km SE of Lakeview, Oregon",earthquake
2014-08-29T09:30:15.000Z,58.7426,-155.2424,100,3.1,ml,,,,1.13,ak,ak11371547,2014-08-29T17:32:50.867Z,"82km E of King Salmon, Alaska",earthquake
2014-08-29T08:46:58.442Z,41.8691,-119.6311,1.9595,3.8,ml,4,85.84,0.501,0.1527,nn,nn00457737,2014-09-02T22:47:02.617Z,"71km SE of Lakeview, Oregon",earthquake
2014-08-29T08:36:12.000Z,51.895,178.4334,113.6,3,ml,,,,0.58,ak,ak11371519,2014-08-29T16:40:28.551Z,"7km SW of Little Sitkin Island, Alaska",earthquake
2014-08-29T08:10:14.900Z,18.7838,-65.087,13,2.7,Md,5,273.6,0.44825933,0.36,pr,pr14241001,2014-08-29T16:15:53.420Z,"51km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-08-29T07:35:09.790Z,36.9078,141.1776,35,4.9,mb,,126,2.412,0.97,us,usc000s7xk,2014-08-29T15:42:18.516Z,"30km ESE of Iwaki, Japan",earthquake
2014-08-29T06:14:33.180Z,22.2824,143.8642,100.24,4.5,mb,,125,5.029,0.94,us,usc000s7xb,2014-08-29T14:19:48.349Z,"220km NNW of Farallon de Pajaros, Northern Mariana Islands",earthquake
2014-08-29T04:41:21.000Z,59.1367,-145.4561,8.2,3.3,ml,,,,0.83,ak,ak11371417,2014-08-29T12:43:59.523Z,"59km ESE of Middleton Island, Alaska",earthquake
2014-08-29T03:45:06.670Z,36.7383,23.7572,91.85,5.6,mb,,39,1.418,1.15,us,usc000s7wh,2014-09-04T15:53:51.000Z,"60km W of Adamas, Greece",earthquake
2014-08-29T03:18:35.780Z,-28.0767,-178.4896,258.37,4.7,mb,,75,1.263,1.1,us,usc000s7wc,2014-08-29T11:21:06.838Z,"143km NNW of Raoul Island, New Zealand",earthquake
2014-08-29T03:01:27.090Z,36.2267,-97.4911,4.45,3.1,mb_lg,,33,0.19,1.23,us,usc000s7we,2014-08-30T01:38:32.537Z,"19km WSW of Perry, Oklahoma",earthquake
2014-08-29T01:40:59.500Z,19.0151,-67.533,109,3.2,Md,4,331.2,0.93514621,0.25,pr,pr14241000,2014-08-29T09:43:34.048Z,"73km NW of San Antonio, Puerto Rico",earthquake
2014-08-29T01:05:22.000Z,61.599,-146.4157,24,2.7,ml,,,,0.78,ak,ak11371358,2014-08-29T09:07:49.519Z,"52km N of Valdez, Alaska",earthquake
2014-08-29T01:04:03.690Z,39.1743,71.5815,37.14,4.8,mb,,36,2.193,1.29,us,usc000s7vg,2014-08-29T09:06:35.608Z,"8km SE of Karakenja, Tajikistan",earthquake
2014-08-29T00:22:39.000Z,51.3895,-176.5645,25.9,2.9,ml,,,,0.41,ak,ak11371339,2014-08-29T08:25:09.010Z,"54km S of Adak, Alaska",earthquake
2014-08-29T00:08:26.000Z,65.6623,-145.6426,12.6,2.7,ml,23,136.799989056001,,0.88,ak,ak11371185,2014-08-29T08:10:56.781Z,"48km WNW of Circle Hot Springs Station, Alaska",earthquake
2014-08-28T22:32:49.680Z,14.2557,-91.7748,83.25,4.2,mb,,123,0.275,1.05,us,usc000s7tf,2014-08-29T05:43:27.632Z,"16km ESE of Champerico, Guatemala",earthquake
2014-08-28T22:27:11.000Z,59.8338,-153.3265,100,2.7,ml,,,,1.87,ak,ak11371095,2014-08-29T06:29:41.096Z,"79km SSW of Redoubt Volcano, Alaska",earthquake
2014-08-28T19:14:35.830Z,32.0911,132.1014,22.28,5.8,mwb,,38,1.459,1.7,us,usc000s7q8,2014-09-04T15:53:49.000Z,"56km E of Takanabe, Japan",earthquake
2014-08-28T18:06:05.000Z,52.5349,-163.194,62,3,ml,,,,0.98,ak,ak11370781,2014-08-29T05:39:56.464Z,"247km SE of Akutan, Alaska",earthquake
2014-08-28T17:21:41.000Z,59.0663,-151.9476,59.7,2.7,ml,,,,0.54,ak,ak11370770,2014-08-29T05:40:44.139Z,"68km SSW of Homer, Alaska",earthquake
2014-08-28T15:03:30.510Z,52.1896,-170.1415,53.6,2.5,ml,,216,1.109,1.09,us,usc000s7nd,2014-08-29T13:51:21.991Z,"62km SE of Yunaska Island, Alaska",earthquake
2014-08-28T13:33:11.000Z,67.5803,-161.9338,18.3,3.8,ml,,,,0.84,ak,ak11370669,2014-08-29T05:39:41.269Z,"43km E of Noatak, Alaska",earthquake
2014-08-28T13:25:57.370Z,-22.9779,69.1439,10,4.8,mb,,102,12.558,0.82,us,usc000s7lx,2014-08-29T05:41:30.948Z,"Mid-Indian Ridge",earthquake
2014-08-28T12:59:53.000Z,62.0214,-151.135,86.6,2.5,ml,,,,0.53,ak,ak11370660,2014-08-28T13:33:01.663Z,"63km WSW of Talkeetna, Alaska",earthquake
2014-08-28T11:12:17.000Z,51.5623,175.9681,64.4,3.6,ml,,,,0.63,ak,ak11370651,2014-08-29T05:40:47.169Z,"88km S of Buldir Island, Alaska",earthquake
2014-08-28T08:40:05.400Z,19.0695,-66.7815,36,2.8,Md,5,280.8,0.67463478,0.37,pr,pr14240001,2014-08-29T05:39:18.863Z,"64km N of Hatillo, Puerto Rico",earthquake
2014-08-28T08:27:45.900Z,14.2489,-91.8113,66.28,5.2,mb,,124,0.293,1.2,us,usc000s7ku,2014-08-31T23:57:16.887Z,"12km ESE of Champerico, Guatemala",earthquake
2014-08-28T08:20:07.000Z,61.5858,-146.347,19.9,2.5,ml,,,,0.66,ak,ak11370571,2014-08-29T05:39:31.014Z,"50km N of Valdez, Alaska",earthquake
2014-08-28T08:13:43.740Z,64.6762,-17.239,10,5,mb,,77,1.757,1.15,us,usc000s7ks,2014-09-04T15:53:48.000Z,"108km WNW of Hofn, Iceland",earthquake
2014-08-28T07:59:49.000Z,52.1916,-171.1352,46.3,3.3,ml,,,,0.59,ak,ak11370567,2014-08-29T05:41:51.145Z,"34km SSE of Amukta Island, Alaska",earthquake
2014-08-28T06:23:09.230Z,-7.4514,128.4721,121.48,5.3,mb,,64,5.963,0.88,us,usc000s7ka,2014-08-29T05:42:12.652Z,"Kepulauan Barat Daya, Indonesia",earthquake
2014-08-28T04:06:17.300Z,19.0662,-65.5773,59,3.1,Md,13,252,0.83363658,0.46,pr,pr14240000,2014-08-29T05:38:29.646Z,"75km NNE of Vieques, Puerto Rico",earthquake
2014-08-28T02:51:46.000Z,61.4776,-151.6432,89,3.2,ml,,,,0.69,ak,ak11370473,2014-08-28T04:56:49.952Z,"89km NNW of Nikiski, Alaska",earthquake
2014-08-28T00:26:05.000Z,58.3459,-137.0995,6.2,3.2,ml,,,,0.46,ak,ak11370434,2014-08-29T05:40:54.479Z,"80km W of Gustavus, Alaska",earthquake
2014-08-28T00:19:20.000Z,58.2797,-154.8442,0.1,2.8,ml,,,,0.74,ak,ak11370424,2014-08-29T05:42:18.938Z,"97km NNW of Larsen Bay, Alaska",earthquake
2014-08-27T23:53:46.690Z,64.6244,-17.6635,8.38,4.5,mb,,114,1.579,0.61,us,usc000s7ih,2014-08-29T05:40:05.219Z,"119km S of Akureyri, Iceland",earthquake
2014-08-27T23:11:35.220Z,-15.105,167.3262,118.66,5.8,mb,,32,0.36,1.14,us,usc000s7i5,2014-09-04T15:53:47.000Z,"30km ESE of Port-Olry, Vanuatu",earthquake
2014-08-27T22:16:39.340Z,3.7212,126.9557,50.45,4.6,mb,,135,2.958,0.71,us,usc000s7hm,2014-08-29T05:40:50.758Z,"249km NNW of Tobelo, Indonesia",earthquake
2014-08-27T21:01:32.677Z,40.3344,-119.5166,0,4.94,ml,4,210.77,2.201,,nn,nn00457564,2014-09-03T18:13:21.524Z,"29km SSW of Gerlach-Empire, Nevada",explosion
2014-08-27T19:55:37.000Z,51.9042,178.2705,125.8,3.1,ml,,,,0.55,ak,ak11370118,2014-08-29T05:40:08.438Z,"16km WSW of Little Sitkin Island, Alaska",earthquake
2014-08-27T19:11:32.000Z,51.8592,178.3799,120.7,3.7,ml,,,,0.83,ak,ak11370107,2014-08-29T05:39:22.287Z,"13km SW of Little Sitkin Island, Alaska",earthquake
2014-08-27T18:57:19.300Z,38.2428,-122.3498,8.5,2.6,Md,76,72,0.02694946,0.13,nc,nc72285636,2014-09-03T18:08:47.597Z,"8km SW of Napa, California",earthquake
2014-08-27T16:31:13.520Z,-15.5867,-177.8341,10,5.4,mb,,37,4.488,0.57,us,usc000s7ew,2014-09-04T15:53:46.000Z,"146km SSE of Sigave, Wallis and Futuna",earthquake
2014-08-27T15:44:24.800Z,36.0942,-97.2286,4.814,3.1,ml,,67,,0.63,us,usc000s7ei,2014-08-28T21:37:15.618Z,"15km W of Stillwater, Oklahoma",earthquake
2014-08-27T15:11:25.170Z,37.0455,-97.8518,5,2.8,mb_lg,,56,0.153,0.35,us,usc000s7k1,2014-08-28T14:33:03.000Z,"19km SE of Anthony, Kansas",earthquake
2014-08-27T14:42:04.100Z,38.8121681,-122.8304977,2.63,2.56,md,55,34,0.003453,0.04,nc,nc72285471,2014-08-27T19:20:06.047Z,"7km WNW of The Geysers, California",earthquake
2014-08-27T14:05:25.780Z,41.9292,82.4673,41.73,4.6,mb,,73,3.069,1.05,us,usc000s7e4,2014-08-29T05:41:48.028Z,"44km WNW of Kuqa, China",earthquake
2014-08-27T13:40:54.960Z,-17.9545,-69.5419,167.59,4.7,mb,,82,0.379,0.7,us,usc000s7dz,2014-08-29T05:40:37.069Z,"27km N of Putre, Chile",earthquake
2014-08-27T13:05:55.000Z,61.0937,-152.5432,18.4,2.5,ml,,,,0.98,ak,ak11369989,2014-08-29T05:41:59.103Z,"68km N of Redoubt Volcano, Alaska",earthquake
2014-08-27T11:47:27.000Z,52.3557,-172.292,25.5,2.5,ml,,,,0.58,ak,ak11369975,2014-08-29T05:41:19.910Z,"71km WSW of Amukta Island, Alaska",earthquake
2014-08-27T09:20:48.000Z,51.2159,-177.8904,28.5,2.6,ml,,,,0.28,ak,ak11369951,2014-08-29T05:39:50.406Z,"76km SSE of Tanaga Volcano, Alaska",earthquake
2014-08-27T06:59:09.890Z,-2.8818,128.8821,58.79,4.4,mb,,68,3.362,1.1,us,usc000s7ca,2014-08-29T05:42:46.676Z,"45km E of Taniwel, Indonesia",earthquake
2014-08-27T06:53:29.000Z,66.198,-141.5309,6.1,3.2,ml,,,,0.54,ak,ak11369883,2014-08-29T05:41:12.522Z,"122km ENE of Circle, ",earthquake
2014-08-27T06:10:19.000Z,59.2225,-145.5733,12.3,4.8,ml,,,,1.02,ak,ak11369829,2014-08-29T05:42:37.454Z,"44km ESE of Middleton Island, Alaska",earthquake
2014-08-27T05:19:53.000Z,52.6336,-174.3027,140.5,2.7,ml,,,,0.31,ak,ak11369818,2014-08-29T05:39:27.860Z,"49km N of Atka, Alaska",earthquake
2014-08-27T05:03:49.200Z,18.8712,-65.1037,37,3.3,Md,9,298.8,0.58480325,0.25,pr,pr14239000,2014-08-29T05:41:08.944Z,"61km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-08-27T04:54:56.000Z,60.7759,-152.7839,100,2.6,ml,,,,0.77,ak,ak11369778,2014-08-29T05:39:06.357Z,"32km N of Redoubt Volcano, Alaska",earthquake
2014-08-27T04:48:59.300Z,41.1146,143.1576,28.29,5.4,mb,,121,0.899,0.96,us,usc000s7br,2014-09-04T15:53:44.000Z,"150km SSE of Shizunai, Japan",earthquake
2014-08-27T02:50:39.600Z,64.6794,-17.0483,5,5.6,mwp,,69,6.122,0.76,us,usc000s7bm,2014-09-04T15:53:43.000Z,"100km WNW of Hofn, Iceland",earthquake
2014-08-27T02:41:53.420Z,-14.9519,-73.8812,51.78,4.4,mb,,140,4.12,0.87,us,usc000s7bl,2014-08-29T05:42:28.019Z,"13km NW of Coracora, Peru",earthquake
2014-08-27T00:16:30.790Z,64.5338,-17.4264,8.09,5.2,mb,,73,11.642,0.83,us,usc000s7al,2014-08-29T05:41:26.880Z,"111km WNW of Hofn, Iceland",earthquake
2014-08-26T23:58:29.990Z,-9.1882,125.7957,31.9,4.7,mb,,75,1.609,1.88,us,usc000s7ai,2014-08-29T05:40:20.315Z,"38km SE of Ainaro, East Timor",earthquake
2014-08-26T22:26:11.540Z,13.2045,51.0799,10,4.7,mb,,114,2.916,1.05,us,usc000s7a8,2014-08-29T05:39:10.328Z,"147km N of Bereeda, Somalia",earthquake
2014-08-26T20:53:33.450Z,2.4647,90.3046,13.66,4.5,mb,,163,7.173,0.67,us,usc000s79i,2014-08-29T05:40:15.384Z,"Off the west coast of northern Sumatra",earthquake
